lhs,dd_ext,dd_int,dd_thd,dm_ext,dm_int,dm_thd,md_ext,md_int,md_thd,mm_ext,mm_int,mm_thd,d_ext,d_int,d_thd,m_ext,m_int,m_thd,c_ext,c_int,c_thd
mm_int,0.05352550383879047,0.06181110881930608,-0.00517903168240335,0.06838619495278606,0.06911825055020837,0.01132018361992186,0.16418677566461476,0.2352981072090519,0.10469120796689856,0.4058704589307128,NA,0.37128348552495283,0.13964817235363866,0.11611692807101603,0.07396489507656588,0.20957897171123768,0.20976994350463193,0.16470446569993613,0.0861772897067709,0.04409575046344428,0.01879550184767934
mm_thd,0.02381995914380927,0.0239326924742193,0.01107236027415925,0.02642979272805964,0.00947945414864955,-0.00458438944616554,0.0754186901269038,0.10469120796689854,0.09461823338004532,0.32040282765301953,0.37128348552495283,NA,0.07598761356095912,0.06342027389054497,0.06860432462732707,0.1337367359529266,0.1161580977053471,0.181290985358072,0.05143166816680528,0.05179473246431914,0.06102740475065509
d_ext,0.2689903608882438,0.20957897171123763,0.1337367359529266,0.26899036088824374,0.20957897171123763,0.1337367359529266,0.16216575646871148,0.1228601176701991,0.05018120821106707,0.16077128823913017,0.13964817235363866,0.07598761356095912,NA,0.4752351851309615,0.503600751910689,0.43000178274333833,0.2719947385415734,0.24546593163681035,0.2689903608882438,0.15893851624736066,0.14556163633486138
d_int,0.15893851624736066,0.2097699435046319,0.1161580977053471,0.15893851624736063,0.2097699435046319,0.11615809770534707,0.10982888941053125,0.10708120409682514,0.04767261628170453,0.10655000315840052,0.11611692807101603,0.06342027389054497,0.4752351851309615,NA,0.530547393198551,0.2719947385415734,0.32085724085395023,0.226604422554006,0.20957897171123763,0.2097699435046319,0.16470446569993613
d_thd,0.1455616363348614,0.16470446569993613,0.181290985358072,0.14556163633486136,0.16470446569993613,0.18129098535807195,0.0847830320710101,0.07462125377026127,0.04424103440255983,0.09068904440142088,0.07396489507656588,0.06860432462732707,0.503600751910689,0.530547393198551,NA,0.24546593163681035,0.226604422554006,0.18557191208658969,0.1337367359529266,0.1161580977053471,0.181290985358072
m_ext,0.1419860199281694,0.11383111368620805,0.03008510172110685,0.16230382501865556,0.12022853944233482,0.05273425469829854,0.2689903608882438,0.20957897171123768,0.1337367359529266,0.26899036088824385,0.20957897171123768,0.1337367359529266,0.43000178274333833,0.2719947385415734,0.24546593163681035,NA,0.4752351851309615,0.503600751910689,0.2689903608882438,0.15893851624736066,0.1455616363348614
m_int,0.08689894002399975,0.07969374987324611,0.02081537984326219,0.09403357903898985,0.0920094075740486,0.03632060480038522,0.1589385162473607,0.20976994350463196,0.11615809770534712,0.1589385162473607,0.20976994350463193,0.1161580977053471,0.2719947385415734,0.32085724085395023,0.226604422554006,0.4752351851309615,NA,0.530547393198551,0.20957897171123763,0.2097699435046319,0.16470446569993613
m_thd,0.06723080675233849,0.05852545748263194,0.02490993277093411,0.08138537008672511,0.05829608217530778,0.04041200612772507,0.1455616363348614,0.16470446569993613,0.181290985358072,0.1455616363348614,0.16470446569993613,0.181290985358072,0.24546593163681035,0.226604422554006,0.18557191208658969,0.503600751910689,0.530547393198551,NA,0.1337367359529266,0.11615809770534707,0.181290985358072
c_ext,0.06793846031631659,0.05130474092891127,0.04279456344306545,0.08388439117664559,0.05702603809704369,0.04174102013929386,0.08666064552110307,0.0644212975012232,0.04925397751805792,0.10802464268062484,0.0861772897067709,0.05143166816680528,0.2689903608882438,0.20957897171123763,0.1337367359529266,0.2689903608882438,0.20957897171123763,0.1337367359529266,NA,0.3497617520170889,0.371102441364577
c_int,0.01779309041050682,0.02301398027086847,0.03163035425537433,0.03225271184810893,0.02147349929968614,0.02954593947576847,0.02991354871883254,0.03011187389410919,0.05403153161801643,0.05027576577664782,0.04409575046344428,0.05179473246431914,0.15893851624736066,0.2097699435046319,0.1161580977053471,0.15893851624736066,0.2097699435046319,0.11615809770534707,0.3497617520170889,NA,0.4723377476784989
c_thd,0.01513409285714553,-0.00391575185745064,0.06863305537372649,0.01255094552261261,0.02602048739260937,0.07067981199252593,0.00809121442865333,0.02339218549023343,0.09866674125819384,0.05972057287679941,0.01879550184767934,0.06102740475065509,0.14556163633486138,0.16470446569993613,0.181290985358072,0.1455616363348614,0.16470446569993613,0.181290985358072,0.371102441364577,0.4723377476784989,NA
